unique_paragraph_id,participant_id,unique_trial_id,RC,MW,regime
serena_williams_5.0,s10117,s10117_serena_williams_5.0,1,0,train_train
serena_williams_5.0,s10125,s10125_serena_williams_5.0,0,1,train_train
serena_williams_5.0,s10139,s10139_serena_williams_5.0,1,0,train_train
serena_williams_5.0,s10145,s10145_serena_williams_5.0,0,1,train_train
serena_williams_5.0,s10148,s10148_serena_williams_5.0,1,0,train_train
serena_williams_5.0,s10153,s10153_serena_williams_5.0,1,1,train_train
serena_williams_5.0,s10156,s10156_serena_williams_5.0,1,0,train_train
serena_williams_5.0,s10173,s10173_serena_williams_5.0,0,0,train_train
serena_williams_5.0,s10178,s10178_serena_williams_5.0,1,0,train_train
serena_williams_5.0,s10185,s10185_serena_williams_5.0,0,1,train_train
serena_williams_5.0,s10192,s10192_serena_williams_5.0,0,1,train_train
serena_williams_5.0,s10195,s10195_serena_williams_5.0,0,1,train_train
serena_williams_5.0,s10197,s10197_serena_williams_5.0,0,0,train_train
serena_williams_5.0,s10202,s10202_serena_williams_5.0,1,1,train_train
serena_williams_6.0,s10014,s10014_serena_williams_6.0,0,1,train_train
serena_williams_6.0,s10052,s10052_serena_williams_6.0,0,0,train_train
serena_williams_6.0,s10059,s10059_serena_williams_6.0,1,0,train_train
serena_williams_6.0,s10073,s10073_serena_williams_6.0,0,0,train_train
serena_williams_6.0,s10094,s10094_serena_williams_6.0,0,0,train_train
serena_williams_6.0,s10100,s10100_serena_williams_6.0,0,1,train_train
serena_williams_6.0,s10103,s10103_serena_williams_6.0,0,0,train_train
serena_williams_6.0,s10110,s10110_serena_williams_6.0,1,0,train_train
serena_williams_6.0,s10117,s10117_serena_williams_6.0,0,0,train_train
serena_williams_6.0,s10125,s10125_serena_williams_6.0,0,1,train_train
serena_williams_6.0,s10139,s10139_serena_williams_6.0,1,0,train_train
serena_williams_6.0,s10145,s10145_serena_williams_6.0,1,0,train_train
serena_williams_6.0,s10148,s10148_serena_williams_6.0,1,0,train_train
serena_williams_6.0,s10153,s10153_serena_williams_6.0,0,1,train_train
serena_williams_6.0,s10156,s10156_serena_williams_6.0,1,0,train_train
serena_williams_6.0,s10173,s10173_serena_williams_6.0,0,0,train_train
serena_williams_6.0,s10178,s10178_serena_williams_6.0,1,0,train_train
serena_williams_6.0,s10185,s10185_serena_williams_6.0,0,0,train_train
serena_williams_6.0,s10192,s10192_serena_williams_6.0,1,1,train_train
serena_williams_6.0,s10195,s10195_serena_williams_6.0,0,1,train_train
serena_williams_6.0,s10197,s10197_serena_williams_6.0,0,0,train_train
serena_williams_6.0,s10202,s10202_serena_williams_6.0,0,0,train_train
serena_williams_7.0,s10014,s10014_serena_williams_7.0,1,1,train_train
serena_williams_7.0,s10052,s10052_serena_williams_7.0,0,0,train_train
serena_williams_7.0,s10059,s10059_serena_williams_7.0,1,1,train_train
serena_williams_7.0,s10073,s10073_serena_williams_7.0,1,1,train_train
serena_williams_7.0,s10094,s10094_serena_williams_7.0,1,0,train_train
serena_williams_7.0,s10100,s10100_serena_williams_7.0,0,1,train_train
serena_williams_7.0,s10103,s10103_serena_williams_7.0,1,0,train_train
serena_williams_7.0,s10110,s10110_serena_williams_7.0,1,1,train_train
serena_williams_7.0,s10117,s10117_serena_williams_7.0,1,1,train_train
serena_williams_7.0,s10125,s10125_serena_williams_7.0,0,1,train_train
serena_williams_7.0,s10139,s10139_serena_williams_7.0,1,0,train_train
serena_williams_7.0,s10145,s10145_serena_williams_7.0,1,1,train_train
serena_williams_7.0,s10148,s10148_serena_williams_7.0,1,1,train_train
serena_williams_7.0,s10153,s10153_serena_williams_7.0,1,1,train_train
serena_williams_7.0,s10156,s10156_serena_williams_7.0,1,1,train_train
serena_williams_7.0,s10173,s10173_serena_williams_7.0,0,1,train_train
serena_williams_7.0,s10178,s10178_serena_williams_7.0,1,0,train_train
serena_williams_7.0,s10185,s10185_serena_williams_7.0,1,0,train_train
serena_williams_7.0,s10192,s10192_serena_williams_7.0,1,0,train_train
serena_williams_7.0,s10195,s10195_serena_williams_7.0,0,0,train_train
serena_williams_7.0,s10197,s10197_serena_williams_7.0,1,1,train_train
serena_williams_7.0,s10202,s10202_serena_williams_7.0,1,0,train_train
the_voynich_manuscript_0.0,s10014,s10014_the_voynich_manuscript_0.0,0,1,train_train
the_voynich_manuscript_0.0,s10052,s10052_the_voynich_manuscript_0.0,0,0,train_train
the_voynich_manuscript_0.0,s10059,s10059_the_voynich_manuscript_0.0,1,0,train_train
the_voynich_manuscript_0.0,s10073,s10073_the_voynich_manuscript_0.0,0,1,train_train
the_voynich_manuscript_0.0,s10094,s10094_the_voynich_manuscript_0.0,1,0,train_train
the_voynich_manuscript_0.0,s10100,s10100_the_voynich_manuscript_0.0,1,0,train_train
the_voynich_manuscript_0.0,s10103,s10103_the_voynich_manuscript_0.0,1,0,train_train
the_voynich_manuscript_0.0,s10110,s10110_the_voynich_manuscript_0.0,1,1,train_train
the_voynich_manuscript_0.0,s10117,s10117_the_voynich_manuscript_0.0,1,0,train_train
the_voynich_manuscript_0.0,s10125,s10125_the_voynich_manuscript_0.0,1,0,train_train
the_voynich_manuscript_0.0,s10139,s10139_the_voynich_manuscript_0.0,1,1,train_train
the_voynich_manuscript_0.0,s10145,s10145_the_voynich_manuscript_0.0,1,0,train_train
the_voynich_manuscript_0.0,s10148,s10148_the_voynich_manuscript_0.0,0,0,train_train
the_voynich_manuscript_0.0,s10153,s10153_the_voynich_manuscript_0.0,1,1,train_train
the_voynich_manuscript_0.0,s10156,s10156_the_voynich_manuscript_0.0,1,0,train_train
the_voynich_manuscript_0.0,s10173,s10173_the_voynich_manuscript_0.0,1,1,train_train
the_voynich_manuscript_0.0,s10178,s10178_the_voynich_manuscript_0.0,1,0,train_train
the_voynich_manuscript_0.0,s10185,s10185_the_voynich_manuscript_0.0,1,0,train_train
the_voynich_manuscript_0.0,s10192,s10192_the_voynich_manuscript_0.0,0,1,train_train
the_voynich_manuscript_0.0,s10195,s10195_the_voynich_manuscript_0.0,0,1,train_train
the_voynich_manuscript_0.0,s10197,s10197_the_voynich_manuscript_0.0,1,1,train_train
the_voynich_manuscript_0.0,s10202,s10202_the_voynich_manuscript_0.0,1,0,train_train
the_voynich_manuscript_1.0,s10014,s10014_the_voynich_manuscript_1.0,1,1,train_train
the_voynich_manuscript_1.0,s10052,s10052_the_voynich_manuscript_1.0,1,1,train_train
the_voynich_manuscript_1.0,s10059,s10059_the_voynich_manuscript_1.0,1,0,train_train
the_voynich_manuscript_1.0,s10073,s10073_the_voynich_manuscript_1.0,0,0,train_train
the_voynich_manuscript_1.0,s10094,s10094_the_voynich_manuscript_1.0,1,0,train_train
the_voynich_manuscript_1.0,s10100,s10100_the_voynich_manuscript_1.0,0,1,train_train
the_voynich_manuscript_1.0,s10103,s10103_the_voynich_manuscript_1.0,1,0,train_train
the_voynich_manuscript_1.0,s10110,s10110_the_voynich_manuscript_1.0,0,0,train_train
the_voynich_manuscript_1.0,s10117,s10117_the_voynich_manuscript_1.0,0,0,train_train
the_voynich_manuscript_1.0,s10125,s10125_the_voynich_manuscript_1.0,1,0,train_train
the_voynich_manuscript_1.0,s10139,s10139_the_voynich_manuscript_1.0,0,1,train_train
the_voynich_manuscript_1.0,s10145,s10145_the_voynich_manuscript_1.0,1,1,train_train
the_voynich_manuscript_1.0,s10148,s10148_the_voynich_manuscript_1.0,1,1,train_train
the_voynich_manuscript_1.0,s10153,s10153_the_voynich_manuscript_1.0,0,0,train_train
the_voynich_manuscript_1.0,s10156,s10156_the_voynich_manuscript_1.0,1,1,train_train
the_voynich_manuscript_1.0,s10173,s10173_the_voynich_manuscript_1.0,1,0,train_train
the_voynich_manuscript_1.0,s10178,s10178_the_voynich_manuscript_1.0,0,0,train_train
the_voynich_manuscript_1.0,s10185,s10185_the_voynich_manuscript_1.0,0,1,train_train
the_voynich_manuscript_1.0,s10192,s10192_the_voynich_manuscript_1.0,1,1,train_train
the_voynich_manuscript_1.0,s10195,s10195_the_voynich_manuscript_1.0,0,1,train_train
the_voynich_manuscript_1.0,s10197,s10197_the_voynich_manuscript_1.0,1,0,train_train
the_voynich_manuscript_1.0,s10202,s10202_the_voynich_manuscript_1.0,1,0,train_train
the_voynich_manuscript_4.0,s10014,s10014_the_voynich_manuscript_4.0,0,1,train_train
the_voynich_manuscript_4.0,s10052,s10052_the_voynich_manuscript_4.0,1,1,train_train
the_voynich_manuscript_4.0,s10059,s10059_the_voynich_manuscript_4.0,0,0,train_train
the_voynich_manuscript_4.0,s10073,s10073_the_voynich_manuscript_4.0,1,0,train_train
the_voynich_manuscript_4.0,s10094,s10094_the_voynich_manuscript_4.0,0,0,train_train
the_voynich_manuscript_4.0,s10100,s10100_the_voynich_manuscript_4.0,0,1,train_train
the_voynich_manuscript_4.0,s10103,s10103_the_voynich_manuscript_4.0,1,1,train_train
the_voynich_manuscript_4.0,s10110,s10110_the_voynich_manuscript_4.0,0,1,train_train
the_voynich_manuscript_4.0,s10117,s10117_the_voynich_manuscript_4.0,0,0,train_train
the_voynich_manuscript_4.0,s10125,s10125_the_voynich_manuscript_4.0,1,0,train_train
the_voynich_manuscript_4.0,s10139,s10139_the_voynich_manuscript_4.0,1,0,train_train
the_voynich_manuscript_4.0,s10145,s10145_the_voynich_manuscript_4.0,0,1,train_train
the_voynich_manuscript_4.0,s10148,s10148_the_voynich_manuscript_4.0,1,0,train_train
the_voynich_manuscript_4.0,s10153,s10153_the_voynich_manuscript_4.0,0,1,train_train
the_voynich_manuscript_4.0,s10156,s10156_the_voynich_manuscript_4.0,1,0,train_train
the_voynich_manuscript_4.0,s10173,s10173_the_voynich_manuscript_4.0,1,0,train_train
the_voynich_manuscript_4.0,s10178,s10178_the_voynich_manuscript_4.0,1,1,train_train
the_voynich_manuscript_4.0,s10185,s10185_the_voynich_manuscript_4.0,0,0,train_train
the_voynich_manuscript_4.0,s10192,s10192_the_voynich_manuscript_4.0,0,1,train_train
the_voynich_manuscript_4.0,s10195,s10195_the_voynich_manuscript_4.0,0,1,train_train
the_voynich_manuscript_4.0,s10197,s10197_the_voynich_manuscript_4.0,0,1,train_train
the_voynich_manuscript_4.0,s10202,s10202_the_voynich_manuscript_4.0,1,0,train_train
the_voynich_manuscript_5.0,s10014,s10014_the_voynich_manuscript_5.0,1,0,train_train
the_voynich_manuscript_5.0,s10052,s10052_the_voynich_manuscript_5.0,1,0,train_train
the_voynich_manuscript_5.0,s10059,s10059_the_voynich_manuscript_5.0,1,1,train_train
the_voynich_manuscript_5.0,s10073,s10073_the_voynich_manuscript_5.0,0,0,train_train
the_voynich_manuscript_5.0,s10094,s10094_the_voynich_manuscript_5.0,0,0,train_train
the_voynich_manuscript_5.0,s10100,s10100_the_voynich_manuscript_5.0,1,1,train_train
the_voynich_manuscript_5.0,s10103,s10103_the_voynich_manuscript_5.0,0,1,train_train
the_voynich_manuscript_5.0,s10110,s10110_the_voynich_manuscript_5.0,1,0,train_train
the_voynich_manuscript_5.0,s10117,s10117_the_voynich_manuscript_5.0,0,1,train_train
the_voynich_manuscript_5.0,s10125,s10125_the_voynich_manuscript_5.0,1,1,train_train
the_voynich_manuscript_5.0,s10139,s10139_the_voynich_manuscript_5.0,1,1,train_train
the_voynich_manuscript_5.0,s10145,s10145_the_voynich_manuscript_5.0,1,0,train_train
the_voynich_manuscript_5.0,s10148,s10148_the_voynich_manuscript_5.0,1,0,train_train
the_voynich_manuscript_5.0,s10153,s10153_the_voynich_manuscript_5.0,1,1,train_train
the_voynich_manuscript_5.0,s10156,s10156_the_voynich_manuscript_5.0,1,1,train_train
the_voynich_manuscript_5.0,s10173,s10173_the_voynich_manuscript_5.0,0,0,train_train
the_voynich_manuscript_5.0,s10178,s10178_the_voynich_manuscript_5.0,1,1,train_train
the_voynich_manuscript_5.0,s10185,s10185_the_voynich_manuscript_5.0,1,0,train_train
the_voynich_manuscript_5.0,s10192,s10192_the_voynich_manuscript_5.0,1,1,train_train
the_voynich_manuscript_5.0,s10195,s10195_the_voynich_manuscript_5.0,0,0,train_train
the_voynich_manuscript_5.0,s10197,s10197_the_voynich_manuscript_5.0,1,1,train_train
the_voynich_manuscript_5.0,s10202,s10202_the_voynich_manuscript_5.0,0,1,train_train
the_voynich_manuscript_7.0,s10014,s10014_the_voynich_manuscript_7.0,1,1,train_train
the_voynich_manuscript_7.0,s10052,s10052_the_voynich_manuscript_7.0,1,1,train_train
the_voynich_manuscript_7.0,s10059,s10059_the_voynich_manuscript_7.0,1,0,train_train
the_voynich_manuscript_7.0,s10073,s10073_the_voynich_manuscript_7.0,1,1,train_train
the_voynich_manuscript_7.0,s10094,s10094_the_voynich_manuscript_7.0,1,0,train_train
the_voynich_manuscript_7.0,s10100,s10100_the_voynich_manuscript_7.0,1,1,train_train
the_voynich_manuscript_7.0,s10103,s10103_the_voynich_manuscript_7.0,1,1,train_train
the_voynich_manuscript_7.0,s10110,s10110_the_voynich_manuscript_7.0,1,1,train_train
the_voynich_manuscript_7.0,s10117,s10117_the_voynich_manuscript_7.0,1,0,train_train
the_voynich_manuscript_7.0,s10125,s10125_the_voynich_manuscript_7.0,1,0,train_train
the_voynich_manuscript_7.0,s10139,s10139_the_voynich_manuscript_7.0,1,1,train_train
the_voynich_manuscript_7.0,s10145,s10145_the_voynich_manuscript_7.0,1,0,train_train
the_voynich_manuscript_7.0,s10148,s10148_the_voynich_manuscript_7.0,1,0,train_train
the_voynich_manuscript_7.0,s10153,s10153_the_voynich_manuscript_7.0,1,1,train_train
the_voynich_manuscript_7.0,s10156,s10156_the_voynich_manuscript_7.0,1,1,train_train
the_voynich_manuscript_7.0,s10173,s10173_the_voynich_manuscript_7.0,1,0,train_train
the_voynich_manuscript_7.0,s10178,s10178_the_voynich_manuscript_7.0,1,1,train_train
the_voynich_manuscript_7.0,s10185,s10185_the_voynich_manuscript_7.0,1,0,train_train
the_voynich_manuscript_7.0,s10192,s10192_the_voynich_manuscript_7.0,1,0,train_train
the_voynich_manuscript_7.0,s10195,s10195_the_voynich_manuscript_7.0,1,1,train_train
the_voynich_manuscript_7.0,s10197,s10197_the_voynich_manuscript_7.0,1,1,train_train
the_voynich_manuscript_7.0,s10202,s10202_the_voynich_manuscript_7.0,1,0,train_train
history_of_film_2.0,s10014,s10014_history_of_film_2.0,1,1,val_seen_subject_unseen_item
history_of_film_2.0,s10052,s10052_history_of_film_2.0,1,0,val_seen_subject_unseen_item
history_of_film_2.0,s10059,s10059_history_of_film_2.0,1,1,val_seen_subject_unseen_item
history_of_film_2.0,s10073,s10073_history_of_film_2.0,0,1,val_seen_subject_unseen_item
history_of_film_2.0,s10094,s10094_history_of_film_2.0,1,0,val_seen_subject_unseen_item
history_of_film_2.0,s10100,s10100_history_of_film_2.0,1,1,val_seen_subject_unseen_item
history_of_film_2.0,s10103,s10103_history_of_film_2.0,1,0,val_seen_subject_unseen_item
history_of_film_2.0,s10110,s10110_history_of_film_2.0,1,0,val_seen_subject_unseen_item
history_of_film_2.0,s10117,s10117_history_of_film_2.0,1,1,val_seen_subject_unseen_item
history_of_film_2.0,s10125,s10125_history_of_film_2.0,0,1,val_seen_subject_unseen_item
history_of_film_2.0,s10139,s10139_history_of_film_2.0,1,0,val_seen_subject_unseen_item
history_of_film_2.0,s10145,s10145_history_of_film_2.0,1,0,val_seen_subject_unseen_item
history_of_film_2.0,s10148,s10148_history_of_film_2.0,1,1,val_seen_subject_unseen_item
history_of_film_2.0,s10153,s10153_history_of_film_2.0,0,1,val_seen_subject_unseen_item
history_of_film_2.0,s10156,s10156_history_of_film_2.0,1,1,val_seen_subject_unseen_item
history_of_film_2.0,s10173,s10173_history_of_film_2.0,0,0,val_seen_subject_unseen_item
history_of_film_2.0,s10178,s10178_history_of_film_2.0,1,0,val_seen_subject_unseen_item
history_of_film_2.0,s10185,s10185_history_of_film_2.0,1,0,val_seen_subject_unseen_item
history_of_film_2.0,s10192,s10192_history_of_film_2.0,0,1,val_seen_subject_unseen_item
history_of_film_2.0,s10195,s10195_history_of_film_2.0,1,0,val_seen_subject_unseen_item
history_of_film_2.0,s10197,s10197_history_of_film_2.0,1,1,val_seen_subject_unseen_item
history_of_film_2.0,s10202,s10202_history_of_film_2.0,1,0,val_seen_subject_unseen_item
history_of_film_4.0,s10014,s10014_history_of_film_4.0,0,1,val_seen_subject_unseen_item
history_of_film_4.0,s10052,s10052_history_of_film_4.0,1,1,val_seen_subject_unseen_item
history_of_film_4.0,s10059,s10059_history_of_film_4.0,0,0,val_seen_subject_unseen_item
history_of_film_4.0,s10073,s10073_history_of_film_4.0,0,0,val_seen_subject_unseen_item
history_of_film_4.0,s10094,s10094_history_of_film_4.0,0,0,val_seen_subject_unseen_item
history_of_film_4.0,s10100,s10100_history_of_film_4.0,0,1,val_seen_subject_unseen_item
history_of_film_4.0,s10103,s10103_history_of_film_4.0,0,1,val_seen_subject_unseen_item
history_of_film_4.0,s10110,s10110_history_of_film_4.0,0,1,val_seen_subject_unseen_item
history_of_film_4.0,s10117,s10117_history_of_film_4.0,1,0,val_seen_subject_unseen_item
history_of_film_4.0,s10125,s10125_history_of_film_4.0,0,0,val_seen_subject_unseen_item
history_of_film_4.0,s10139,s10139_history_of_film_4.0,1,0,val_seen_subject_unseen_item
history_of_film_4.0,s10145,s10145_history_of_film_4.0,1,1,val_seen_subject_unseen_item
history_of_film_4.0,s10148,s10148_history_of_film_4.0,0,0,val_seen_subject_unseen_item
history_of_film_4.0,s10153,s10153_history_of_film_4.0,1,1,val_seen_subject_unseen_item
history_of_film_4.0,s10156,s10156_history_of_film_4.0,0,1,val_seen_subject_unseen_item
history_of_film_4.0,s10173,s10173_history_of_film_4.0,1,0,val_seen_subject_unseen_item
history_of_film_4.0,s10178,s10178_history_of_film_4.0,0,0,val_seen_subject_unseen_item
history_of_film_4.0,s10185,s10185_history_of_film_4.0,1,0,val_seen_subject_unseen_item
history_of_film_4.0,s10192,s10192_history_of_film_4.0,1,0,val_seen_subject_unseen_item
history_of_film_4.0,s10195,s10195_history_of_film_4.0,0,0,val_seen_subject_unseen_item
history_of_film_4.0,s10197,s10197_history_of_film_4.0,0,1,val_seen_subject_unseen_item
history_of_film_4.0,s10202,s10202_history_of_film_4.0,0,0,val_seen_subject_unseen_item
history_of_film_5.0,s10014,s10014_history_of_film_5.0,1,0,val_seen_subject_unseen_item
history_of_film_5.0,s10052,s10052_history_of_film_5.0,1,0,val_seen_subject_unseen_item
history_of_film_5.0,s10059,s10059_history_of_film_5.0,1,0,val_seen_subject_unseen_item
history_of_film_5.0,s10073,s10073_history_of_film_5.0,0,0,val_seen_subject_unseen_item
history_of_film_5.0,s10094,s10094_history_of_film_5.0,1,0,val_seen_subject_unseen_item
history_of_film_5.0,s10100,s10100_history_of_film_5.0,1,1,val_seen_subject_unseen_item
history_of_film_5.0,s10103,s10103_history_of_film_5.0,0,0,val_seen_subject_unseen_item
history_of_film_5.0,s10110,s10110_history_of_film_5.0,1,0,val_seen_subject_unseen_item
history_of_film_5.0,s10117,s10117_history_of_film_5.0,1,1,val_seen_subject_unseen_item
history_of_film_5.0,s10125,s10125_history_of_film_5.0,1,0,val_seen_subject_unseen_item
history_of_film_5.0,s10139,s10139_history_of_film_5.0,1,1,val_seen_subject_unseen_item
history_of_film_5.0,s10145,s10145_history_of_film_5.0,1,1,val_seen_subject_unseen_item
history_of_film_5.0,s10148,s10148_history_of_film_5.0,1,0,val_seen_subject_unseen_item
history_of_film_5.0,s10153,s10153_history_of_film_5.0,0,1,val_seen_subject_unseen_item
history_of_film_5.0,s10156,s10156_history_of_film_5.0,0,0,val_seen_subject_unseen_item
history_of_film_5.0,s10173,s10173_history_of_film_5.0,0,0,val_seen_subject_unseen_item
history_of_film_5.0,s10178,s10178_history_of_film_5.0,1,1,val_seen_subject_unseen_item
history_of_film_5.0,s10185,s10185_history_of_film_5.0,1,0,val_seen_subject_unseen_item
history_of_film_5.0,s10192,s10192_history_of_film_5.0,0,1,val_seen_subject_unseen_item
history_of_film_5.0,s10195,s10195_history_of_film_5.0,1,1,val_seen_subject_unseen_item
history_of_film_5.0,s10197,s10197_history_of_film_5.0,0,1,val_seen_subject_unseen_item
history_of_film_5.0,s10202,s10202_history_of_film_5.0,0,0,val_seen_subject_unseen_item
pluto_2.0,s10014,s10014_pluto_2.0,1,1,val_seen_subject_unseen_item
pluto_2.0,s10052,s10052_pluto_2.0,1,1,val_seen_subject_unseen_item
pluto_2.0,s10059,s10059_pluto_2.0,1,0,val_seen_subject_unseen_item
pluto_2.0,s10073,s10073_pluto_2.0,1,0,val_seen_subject_unseen_item
pluto_2.0,s10094,s10094_pluto_2.0,1,0,val_seen_subject_unseen_item
pluto_2.0,s10100,s10100_pluto_2.0,1,1,val_seen_subject_unseen_item
pluto_2.0,s10103,s10103_pluto_2.0,1,0,val_seen_subject_unseen_item
pluto_2.0,s10110,s10110_pluto_2.0,0,1,val_seen_subject_unseen_item
pluto_2.0,s10117,s10117_pluto_2.0,0,0,val_seen_subject_unseen_item
pluto_2.0,s10125,s10125_pluto_2.0,1,1,val_seen_subject_unseen_item
pluto_2.0,s10139,s10139_pluto_2.0,1,0,val_seen_subject_unseen_item
pluto_2.0,s10145,s10145_pluto_2.0,1,0,val_seen_subject_unseen_item
pluto_2.0,s10148,s10148_pluto_2.0,1,0,val_seen_subject_unseen_item
pluto_2.0,s10153,s10153_pluto_2.0,0,1,val_seen_subject_unseen_item
pluto_2.0,s10156,s10156_pluto_2.0,1,1,val_seen_subject_unseen_item
pluto_2.0,s10173,s10173_pluto_2.0,1,0,val_seen_subject_unseen_item
pluto_2.0,s10178,s10178_pluto_2.0,0,0,val_seen_subject_unseen_item
pluto_2.0,s10185,s10185_pluto_2.0,1,0,val_seen_subject_unseen_item
pluto_2.0,s10192,s10192_pluto_2.0,1,1,val_seen_subject_unseen_item
pluto_2.0,s10195,s10195_pluto_2.0,0,1,val_seen_subject_unseen_item
pluto_2.0,s10197,s10197_pluto_2.0,1,0,val_seen_subject_unseen_item
pluto_2.0,s10202,s10202_pluto_2.0,1,0,val_seen_subject_unseen_item
pluto_3.0,s10014,s10014_pluto_3.0,1,1,val_seen_subject_unseen_item
pluto_3.0,s10052,s10052_pluto_3.0,0,0,val_seen_subject_unseen_item
pluto_3.0,s10059,s10059_pluto_3.0,1,0,val_seen_subject_unseen_item
pluto_3.0,s10073,s10073_pluto_3.0,0,0,val_seen_subject_unseen_item
pluto_3.0,s10094,s10094_pluto_3.0,1,0,val_seen_subject_unseen_item
pluto_3.0,s10100,s10100_pluto_3.0,0,0,val_seen_subject_unseen_item
pluto_3.0,s10103,s10103_pluto_3.0,0,0,val_seen_subject_unseen_item
pluto_3.0,s10110,s10110_pluto_3.0,0,0,val_seen_subject_unseen_item
pluto_3.0,s10117,s10117_pluto_3.0,0,1,val_seen_subject_unseen_item
pluto_3.0,s10125,s10125_pluto_3.0,1,0,val_seen_subject_unseen_item
pluto_3.0,s10139,s10139_pluto_3.0,1,0,val_seen_subject_unseen_item
pluto_3.0,s10145,s10145_pluto_3.0,1,1,val_seen_subject_unseen_item
pluto_3.0,s10148,s10148_pluto_3.0,1,0,val_seen_subject_unseen_item
pluto_3.0,s10153,s10153_pluto_3.0,1,1,val_seen_subject_unseen_item
pluto_3.0,s10156,s10156_pluto_3.0,0,1,val_seen_subject_unseen_item
pluto_3.0,s10173,s10173_pluto_3.0,0,0,val_seen_subject_unseen_item
pluto_3.0,s10178,s10178_pluto_3.0,1,1,val_seen_subject_unseen_item
pluto_3.0,s10185,s10185_pluto_3.0,1,0,val_seen_subject_unseen_item
pluto_3.0,s10192,s10192_pluto_3.0,1,0,val_seen_subject_unseen_item
pluto_3.0,s10195,s10195_pluto_3.0,0,1,val_seen_subject_unseen_item
pluto_3.0,s10197,s10197_pluto_3.0,1,0,val_seen_subject_unseen_item
pluto_3.0,s10202,s10202_pluto_3.0,1,0,val_seen_subject_unseen_item
pluto_8.0,s10014,s10014_pluto_8.0,1,1,val_seen_subject_unseen_item
pluto_8.0,s10052,s10052_pluto_8.0,1,1,val_seen_subject_unseen_item
pluto_8.0,s10059,s10059_pluto_8.0,1,0,val_seen_subject_unseen_item
pluto_8.0,s10073,s10073_pluto_8.0,1,0,val_seen_subject_unseen_item
pluto_8.0,s10094,s10094_pluto_8.0,1,0,val_seen_subject_unseen_item
pluto_8.0,s10100,s10100_pluto_8.0,1,1,val_seen_subject_unseen_item
pluto_8.0,s10103,s10103_pluto_8.0,1,0,val_seen_subject_unseen_item
pluto_8.0,s10110,s10110_pluto_8.0,1,1,val_seen_subject_unseen_item
pluto_8.0,s10117,s10117_pluto_8.0,1,0,val_seen_subject_unseen_item
pluto_8.0,s10125,s10125_pluto_8.0,1,1,val_seen_subject_unseen_item
pluto_8.0,s10139,s10139_pluto_8.0,1,0,val_seen_subject_unseen_item
pluto_8.0,s10145,s10145_pluto_8.0,1,1,val_seen_subject_unseen_item
pluto_8.0,s10148,s10148_pluto_8.0,1,1,val_seen_subject_unseen_item
pluto_8.0,s10153,s10153_pluto_8.0,0,0,val_seen_subject_unseen_item
pluto_8.0,s10156,s10156_pluto_8.0,1,1,val_seen_subject_unseen_item
pluto_8.0,s10173,s10173_pluto_8.0,1,0,val_seen_subject_unseen_item
pluto_8.0,s10178,s10178_pluto_8.0,1,0,val_seen_subject_unseen_item
pluto_8.0,s10185,s10185_pluto_8.0,1,0,val_seen_subject_unseen_item
pluto_8.0,s10192,s10192_pluto_8.0,1,0,val_seen_subject_unseen_item
pluto_8.0,s10195,s10195_pluto_8.0,0,1,val_seen_subject_unseen_item
pluto_8.0,s10197,s10197_pluto_8.0,1,0,val_seen_subject_unseen_item
pluto_8.0,s10202,s10202_pluto_8.0,1,0,val_seen_subject_unseen_item
prisoners_dilemma_2.0,s10014,s10014_prisoners_dilemma_2.0,1,0,val_seen_subject_unseen_item
prisoners_dilemma_2.0,s10052,s10052_prisoners_dilemma_2.0,0,0,val_seen_subject_unseen_item
prisoners_dilemma_2.0,s10059,s10059_prisoners_dilemma_2.0,0,0,val_seen_subject_unseen_item
prisoners_dilemma_2.0,s10073,s10073_prisoners_dilemma_2.0,0,1,val_seen_subject_unseen_item
prisoners_dilemma_2.0,s10094,s10094_prisoners_dilemma_2.0,1,0,val_seen_subject_unseen_item
prisoners_dilemma_2.0,s10100,s10100_prisoners_dilemma_2.0,0,1,val_seen_subject_unseen_item
prisoners_dilemma_2.0,s10103,s10103_prisoners_dilemma_2.0,0,0,val_seen_subject_unseen_item
prisoners_dilemma_2.0,s10110,s10110_prisoners_dilemma_2.0,0,1,val_seen_subject_unseen_item
prisoners_dilemma_2.0,s10117,s10117_prisoners_dilemma_2.0,0,0,val_seen_subject_unseen_item
prisoners_dilemma_2.0,s10125,s10125_prisoners_dilemma_2.0,0,0,val_seen_subject_unseen_item
prisoners_dilemma_2.0,s10139,s10139_prisoners_dilemma_2.0,1,0,val_seen_subject_unseen_item
prisoners_dilemma_2.0,s10145,s10145_prisoners_dilemma_2.0,0,1,val_seen_subject_unseen_item
prisoners_dilemma_2.0,s10148,s10148_prisoners_dilemma_2.0,0,0,val_seen_subject_unseen_item
prisoners_dilemma_2.0,s10153,s10153_prisoners_dilemma_2.0,1,0,val_seen_subject_unseen_item
prisoners_dilemma_2.0,s10156,s10156_prisoners_dilemma_2.0,0,1,val_seen_subject_unseen_item
prisoners_dilemma_2.0,s10173,s10173_prisoners_dilemma_2.0,0,1,val_seen_subject_unseen_item
prisoners_dilemma_2.0,s10178,s10178_prisoners_dilemma_2.0,0,0,val_seen_subject_unseen_item
prisoners_dilemma_2.0,s10185,s10185_prisoners_dilemma_2.0,0,0,val_seen_subject_unseen_item
